Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/,1160,0,530.0,509.81698433965283,220.37594399989757,1015.6635380008083,204.68879310344826,3.875277388129882,0.0,530,580,600,610,660,690,730,780,960,1000,1000
,Aggregated,1160,0,530.0,509.81698433965283,220.37594399989757,1015.6635380008083,204.68879310344826,3.875277388129882,0.0,530,580,600,610,660,690,730,780,960,1000,1000
