Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/,607,0,1000.0,964.0600490839831,433.95187799978885,1769.0786420007498,408.23723228995055,2.029043567565335,0.0,1000,1100,1100,1100,1200,1300,1300,1500,1800,1800,1800
,Aggregated,607,0,1000.0,964.0600490839831,433.95187799978885,1769.0786420007498,408.23723228995055,2.029043567565335,0.0,1000,1100,1100,1100,1200,1300,1300,1500,1800,1800,1800
